Period,Quarter,Recipient Name,City,Province,Country,Title,Language,Genre,Date,Final Value,Original Value,Type,Purpose,Comments
2013-2014,P2,Sutram Pictures Inc.,Prospect Bay,Nova Scotia,Canada,Portfolio 2013-2014 Sutram Pictures Inc.,English,Thriller,2013-07-09,20000.00,20000.00,Recoupable Advance,Development Program,
2013-2014,P2,A Media Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 A Media Inc.,French,Comedy,2013-07-09,37500.00,37500.00,Recoupable Advance,Development Program,
2013-2014,P2,G.P.A. Films Inc.,Longueuil,Quebec,Canada,Portfolio 2013-2014 Gpa Films Inc.,French,Drama (Film),2013-07-09,20000.00,20000.00,Recoupable Advance,Development Program,
2013-2014,P2,Festina Lente Productions Inc.,Chester,Nova Scotia,Canada,Portfolio 2013-2014 Festina Lente Productions Inc.,English,Drama (Film),2013-07-09,35000.00,35000.00,Recoupable Advance,Development Program,
2013-2014,P2,Production le Relampeur Inc. ,Montreal,Quebec,Canada,HENRI HENRI (aka Relampeur (Le)),French,Drama (Film),2013-07-09,1700000.00,1700000.00,Investment,Production Program,
2013-2014,P2,Les Productions Cinématographiques Boréal Films Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Les Productions Cinématographiques Boréal Films Inc.,French,Action/Adventure,2013-07-10,15000.00,75000.00,Recoupable Advance,Development Program,Amended contract signed  10-JUL-13
2013-2014,P2,Les Productions Cinématographiques Boréal Films Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Les Productions Cinématographiques Boréal Films Inc.,French,Comedy,2013-07-10,30000.00,75000.00,Recoupable Advance,Development Program,Amended contract signed  10-JUL-13
2013-2014,P2,Les Productions Cinématographiques Boréal Films Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Les Productions Cinématographiques Boréal Films Inc.,French,Drama (Film),2013-07-10,55000.00,75000.00,Recoupable Advance,Development Program,Amended contract signed  10-JUL-13
2013-2014,P2,Les Productions Cinématographiques Boréal Films Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Les Productions Cinématographiques Boréal Films Inc.,French,Horror,2013-07-10,75000.00,75000.00,Recoupable Advance,Development Program,Amended contract signed  10-JUL-13
2013-2014,P2,3243988 Nova Scotia Limited,Halifax,Nova Scotia,Canada,Portfolio 2013-2014 3243988 Nova Scotia Ltd.,English,Action/Adventure,2013-07-10,36800.00,36800.00,Recoupable Advance,Development Program,
2013-2014,P2,Montefiore Films Inc.,Sudbury,Ontario,Canada,Portfolio 2013-2014 Montefiore Films Inc.,English,Comedy,2013-07-10,35000.00,35000.00,Recoupable Advance,Development Program,
2013-2014,P2,Moving Story 2 Film Inc.,Habitant,Nova Scotia,Canada,Portfolio 2013-2014 Moving Story 2 Film Inc.,English,Horror,2013-07-10,40000.00,40000.00,Recoupable Advance,Development Program,
2013-2014,P2,Sarrazin Productions Inc.,Toronto,Ontario,Canada,Portfolio 2013-2014 Sarrazin Productions Inc.,English,Drama (Film),2013-07-11,40000.00,40000.00,Recoupable Advance,Development Program,
2013-2014,P2,H20 Motion Pictures Inc.,Toronto,Ontario,Canada,Portfolio 2013-2014 H20 Motion Pictures Inc.,English,Drama (Film),2013-07-11,75000.00,75000.00,Recoupable Advance,Development Program,
2013-2014,P2,"Strident Films, Inc.",Toronto,Ontario,Canada,"Portfolio 2013-2014 Strident Films, Inc.",English,Drama (Film),2013-07-11,35000.00,35000.00,Recoupable Advance,Development Program,
2013-2014,P2,Association coopérative de productions audio-visuelles,Montreal,Quebec,Canada,Portfolio 2013-2014 ACPAV,French,Drama (Film),2013-07-11,100000.00,100000.00,Recoupable Advance,Development Program,
2013-2014,P2,Funco Ltd.,Calgary,Alberta,Canada,Portfolio 2013-2014 Funco Ltd.,English,Comedy,2013-07-11,30000.00,30000.00,Recoupable Advance,Development Program,
2013-2014,P2,Hungry Eyes Film & Television Inc.,Toronto,Ontario,Canada,Portfolio 2013-2014 Hungry Eyes Film & Television Inc.,English,Comedy,2013-07-11,35000.00,35000.00,Recoupable Advance,Development Program,
2013-2014,P2,Paul Spence & Associates,Sainte-Marguerite-du-Lac-Masson ,Quebec,Canada,Portfolio 2013-2014 Paul Spence & Associates,English,Comedy,2013-07-11,30000.00,30000.00,Recoupable Advance,Development Program,
2013-2014,P2,Drive Hard Pictures Ltd.,Lunenburg,Nova Scotia,Canada,Hard Drive,English,Thriller,2013-07-12,500000.00,400000.00,Investment,Production Program,Amended contract signed  27-SEP-12
2013-2014,P2,Les Films du Boulevard Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Films du Boulevard Inc.,French,Drama (Film),2013-07-12,60000.00,60000.00,Recoupable Advance,Development Program,
2013-2014,P2,Down In The Valley Productions Inc.,Calgary,Alberta,Canada,Down In The Valley,English,Drama (Film),2013-07-12,120000.00,120000.00,Contribution,Micro-Budget Production Program,
2013-2014,P2,2350021 Ontario Inc.,Toronto,Ontario,Canada,Patch Town,English,Sci.fi./Fantasy/Tale,2013-07-12,80000.00,80000.00,Investment,Production Program,
2013-2014,P2,3090-5178 Quebec Inc. f/a/s Palomar,Montreal,Quebec,Canada,Portfolio 2013-2014 3090-5178 Quebec Inc. f/a/s Palomar,English,Comedy,2013-07-15,33360.00,86000.00,Recoupable Advance,Development Program,Amended contract signed  15-JUL-13
2013-2014,P2,3090-5178 Quebec Inc. f/a/s Palomar,Montreal,Quebec,Canada,Portfolio 2013-2014 3090-5178 Quebec Inc. f/a/s Palomar,English,Drama (Film),2013-07-15,61360.00,86000.00,Recoupable Advance,Development Program,Amended contract signed  15-JUL-13
2013-2014,P2,3090-5178 Quebec Inc. f/a/s Palomar,Montreal,Quebec,Canada,Portfolio 2013-2014 3090-5178 Quebec Inc. f/a/s Palomar,French,Sci.fi./Fantasy/Tale,2013-07-15,86000.00,86000.00,Recoupable Advance,Development Program,Amended contract signed  15-JUL-13
2013-2014,P2,Mission Yéti inc.,St-Augustin-Desmaure,Quebec,Canada,Portfolio 2013-2014 Productions 10e Ave Inc.,French,Action/Adventure,2013-07-15,31000.00,31000.00,Recoupable Advance,Development Program,
2013-2014,P2,Entertainment One Films Canada Inc.,Toronto,Ontario,Canada,Cosmopolis,English,Drama (Film),2013-07-17,690270.00,900000.00,Recoupable Advance,Marketing Program,Amended contract signed  07-JUN-12
2013-2014,P2,9116-7502 Québec Inc. (faisant affaires sous Lycaon Pictus),Boucherville,Quebec,Canada,Portfolio 2013-2014 9116-7502 Québec Inc. (faisant affaires sous Lycaon Pictus),French,Drama (Film),2013-07-17,21708.00,21708.00,Recoupable Advance,Development Program,
2013-2014,P2,Alliance Films Inc.,Montreal,Quebec,Canada,Colony (The),English,Sci.fi./Fantasy/Tale,2013-07-18,464563.00,464563.00,Recoupable Advance,Marketing Program,
2013-2014,P2,9258-7492 QUÉBEC INC.,Montreal,Quebec,Canada,Cicatrice (La),French,Drama (Film),2013-07-18,20000.00,20000.00,Recoupable Advance,Marketing Program,
2013-2014,P2,Kennedy/Brooks Inc.,Winnipeg,Manitoba,Canada,Editor (The),English,Horror,2013-07-18,120000.00,120000.00,Contribution,Micro-Budget Production Program,
2013-2014,P2,Metafilms Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Metafilms inc.,French,Drama (Film),2013-07-19,22000.00,22000.00,Recoupable Advance,Development Program,
2013-2014,P2,Entertainment One Films Canada Inc.,Toronto,Ontario,Canada,Right Kind of Wrong (The),English,Romantic Comedy,2013-07-22,21473.00,21473.00,Recoupable Advance,Marketing Program,
2013-2014,P2,Canadian Media Production Association - Association Canadienne de Production de Média,Ottawa,Ontario,Canada,Merging Media 2013 Conference,English,N/A,2013-07-22,20000.00,20000.00,Contribution,Promotion Program,
2013-2014,P2,Whistler Film Festival Society,Whistler,British Columbia,Canada,WFF Feature Project Lab 2013,English,N/A,2013-07-25,25000.00,25000.00,Contribution,Promotion Program,
2013-2014,P2,Festival Fantasia,Montreal,Quebec,Canada,Festival Fantasia 2013 (incluant Frontières) (17e),French,N/A,2013-07-26,91836.00,91836.00,Contribution,Promotion Program,
2013-2014,P2,Metropole Films Distribution,Montreal,Quebec,Canada,Rebelle (Komona),French,Drama (Film),2013-07-29,162109.00,167687.00,Recoupable Advance,Marketing Program,Amended contract signed  31-MAY-12
2013-2014,P2,Whistler Film Festival Society,Whistler,British Columbia,Canada,China Canada Gateway For Film Script Competition 2013,English,N/A,2013-07-29,65000.00,65000.00,Contribution,Promotion Program,
2013-2014,P2,Académie canadienne du cinéma et de la télévision / Academy of Canadian cinema and Television ,Toronto,Ontario,Canada,Prix Gémeaux 2013 (28e),French,N/A,2013-07-29,121739.00,121739.00,Contribution,Promotion Program,
2013-2014,P2,Fondation Québec cinéma,Montreal,Quebec,Canada,Soirée des Jutra 2014 (16e),French,N/A,2013-07-29,126480.00,126480.00,Contribution,Promotion Program,
2013-2014,P2,Pixel Québec,Quebec,Quebec,Canada,Cartoon Connection Canada 2013,French,N/A,2013-07-29,40000.00,40000.00,Contribution,Promotion Program,
2013-2014,P2,Carrousel international du film de Rimouski (Le),Rimouski,Quebec,Canada,Festival international de cinéma jeunesse de Rimouski 2013 (31e),French,N/A,2013-07-29,27294.00,27294.00,Contribution,Promotion Program,
2013-2014,P2,9285-0676 Québec inc.,Montreal,Quebec,Canada,Love project (aka EXIT),French,Drama (Film),2013-07-29,660000.00,660000.00,Investment,Production Program,
2013-2014,P2,Productions Thalie Inc.,Quebec,Quebec,Canada,Portfolio 2013-2014 Productions Thalie Inc.,English,Historical Drama,2013-07-30,24000.00,50000.00,Recoupable Advance,Development Program,Amended contract signed  30-JUL-13
2013-2014,P2,Productions Thalie Inc.,Quebec,Quebec,Canada,Portfolio 2013-2014 Productions Thalie Inc.,French,Sci.fi./Fantasy/Tale,2013-07-30,50000.00,50000.00,Recoupable Advance,Development Program,Amended contract signed  30-JUL-13
2013-2014,P2,9220-5368 Québec Inc.,Ste-Famille de l'île,Quebec,Canada,Un film de chasse de filles,French,Documentary,2013-07-30,120000.00,120000.00,Contribution,Micro-Budget Production Program,
2013-2014,P2,Swear Net Inc.,Dartmouth,Nova Scotia,Canada,Swearnet,English,Comedy,2013-07-30,400000.00,400000.00,"Investment, Recoupable Advance",Production Program,
2013-2014,P2,AETIOS DISTRIBUTION INC.,Saint-Sauveur,Quebec,Canada,Corno - Corps et âme,French,Documentary,2013-07-31,60000.00,60000.00,Recoupable Advance,Marketing Program,
2013-2014,P2,Films Séville Inc. (Les) / Seville Pictures Inc.,Montreal,Quebec,Canada,Sarah préfère la course,French,Drama (Film),2013-07-31,135315.00,135315.00,Recoupable Advance,Marketing Program,
2013-2014,P2,"Films Christal, s.e.c.(Les), agissant par l'intermédiaire de son commandité, Les Films Christal Inc",Montreal,Quebec,Canada,Pee Wee 3D (Les),French,Drama (Film),2013-08-01,582851.00,563805.00,Recoupable Advance,Marketing Program,Amended contract signed  21-DEC-12
2013-2014,P2,Académie canadienne du cinéma et de la télévision / Academy of Canadian cinema and Television ,Toronto,Ontario,Canada,2014 Canadian Screen Awards,English,N/A,2013-08-01,380000.00,380000.00,Contribution,Promotion Program,
2013-2014,P2,Film Zone Inc.,Moncton,New Brunswick,Canada,Festival international du cinéma francophone en Acadie 2013 (27e),French,N/A,2013-08-01,44939.00,44939.00,Contribution,Promotion Program,
2013-2014,P2,Alliance Vivafilm Inc.,Montreal,Quebec,Canada,Esimésac,French,Drama (Film),2013-08-02,437751.00,460846.00,Recoupable Advance,Marketing Program,Amended contract signed  20-DEC-12
2013-2014,P2,Filmoption International inc.,Westmount,Quebec,Canada,Pour l'amour de Dieu,French,Drama (Film),2013-08-02,2223.00,2223.00,Contribution,International Marketing Program,
2013-2014,P2,Metafilms Inc.,Montreal,Quebec,Canada,Quelqu'un d'extraordinaire,French,Drama (Film),2013-08-02,1000.00,1000.00,Contribution,International Marketing Program,
2013-2014,P2,Productions Scènat de L'Abitibi-Temiscamingue,Rouyn-Noranda,Quebec,Canada,Festival du cinéma international en Abitibi-Témiscamingue 2013 (32e),French,N/A,2013-08-02,65280.00,65280.00,Contribution,Promotion Program,
2013-2014,P2,Films Séville Inc. (Les) / Seville Pictures Inc.,Montreal,Quebec,Canada,Vallée des larmes (La),French,Drama (Film),2013-08-09,25548.00,34757.00,Recoupable Advance,Marketing Program,Amended contract signed  08-NOV-12
2013-2014,P2,"Films Christal, s.e.c.(Les), agissant par l'intermédiaire de son commandité, Les Films Christal Inc",Montreal,Quebec,Canada,Incendies,French,Drama (Film),2013-08-09,7334.00,14356.00,Recoupable Advance,Marketing Program,Amended contract signed  14-MAY-12
2013-2014,P2,Cinema Atelier Tovar 2012 Inc.,Winnipeg,Manitoba,Canada,Forbidden Room (The),English,Drama (Film),2013-08-09,500000.00,500000.00,Investment,Production Program,
2013-2014,P2,Two Dories Film Inc.,Halifax,Nova Scotia,Canada,Disappeared (The),English,Drama (Film),2013-08-14,70000.00,70000.00,Recoupable Advance,Marketing Program,
2013-2014,P2,N.O.I.R. LE FILM INC.,Montreal,Quebec,Canada,N.O.I.R.,French,Drama (Film),2013-08-14,700000.00,700000.00,Investment,Production Program,
2013-2014,P2,#REF! Production Ltd.,Toronto,Ontario,Canada,Cubicle Warriors,English,Comedy,2013-08-14,40000.00,40000.00,Investment,Production Program,
2013-2014,P2,Two Dories Film Inc.,Halifax,Nova Scotia,Canada,Disappeared (The),English,Drama (Film),2013-08-15,0.00,30000.00,Recoupable Advance,Marketing Program,Amended contract signed  01-AUG-12
2013-2014,P2,Alliance Films Inc.,Montreal,Quebec,Canada,Silent Hill: Revelation 3D,English,Drama (Film),2013-08-15,1172758.00,1221943.00,Recoupable Advance,Marketing Program,Amended contract signed  21-DEC-12
2013-2014,P2,7800002 Canada Inc.,Toronto,Ontario,Canada,Dirties (The),English,Comedy,2013-08-15,10000.00,10000.00,Contribution,International Marketing Program,
2013-2014,P2,Windsor International Film Festival,Windsor,Ontario,Canada,Windsor International Film Festival ( The),English,N/A,2013-08-15,5000.00,5000.00,Contribution,Promotion Program,
2013-2014,P2,Whizbang Films Inc.,Toronto,Ontario,Canada,Portfolio 2013-2014 Whizbang Films Inc.,English,Comedy,2013-08-16,82152.00,98952.00,Recoupable Advance,Development Program,Amended contract signed  16-AUG-13
2013-2014,P2,Whizbang Films Inc.,Toronto,Ontario,Canada,Portfolio 2013-2014 Whizbang Films Inc.,English,Thriller,2013-08-16,98952.00,98952.00,Recoupable Advance,Development Program,Amended contract signed  16-AUG-13
2013-2014,P2,D Films Corporation,Toronto,Ontario,Canada,Revolution,English,Documentary,2013-08-16,1146856.00,37500.00,Recoupable Advance,Marketing Program,Amended contract signed  26-OCT-12
2013-2014,P2,ReelWorld Foundation,Toronto,Ontario,Canada,ReelWorld Indie Film Lounge 2013,English,N/A,2013-08-16,15000.00,15000.00,Contribution,Promotion Program,
2013-2014,P2,9219-2418 Québec Inc.,Montreal,Quebec,Canada,Jeppe on a Friday,English,Documentary,2013-08-19,2352.00,2352.00,Contribution,International Marketing Program,
2013-2014,P2,Mongrel Media Inc.,Toronto,Ontario,Canada,Still Mine,English,Drama (Film),2013-08-20,734225.00,50000.00,Recoupable Advance,Marketing Program,Amended contract signed  05-FEB-13
2013-2014,P2,Ciné Telé Action International Inc.,Montreal,Quebec,Canada,Rouge Sang,French,Thriller,2013-08-20,1657.00,1657.00,Contribution,International Marketing Program,
2013-2014,P2,3090-5178 Quebec Inc. f/a/s Palomar,Montreal,Quebec,Canada,Year Dolly Parton Was My Mom (The),English,Drama (Film),2013-08-20,2080.00,2080.00,Contribution,International Marketing Program,
2013-2014,P2,LGDT-3D INC,Montreal,Quebec,Canada,GUERRE DES TUQUES 3D (LA),French,Comedy,2013-08-20,1450000.00,1450000.00,"Investment, Recoupable Advance",Production Program,
2013-2014,P2,Coproductions Item 7 Inc.,Montreal,Quebec,Canada,Meetings with a Young Poet,English,Drama (Film),2013-08-21,675000.00,575000.00,"Investment, Recoupable Advance",Production Program,Amended contract signed  13-DEC-12
2013-2014,P2,Productions La Fête (Gang) Inc.,Montreal,Quebec,Canada,Gang des Hors-la-loi (La),French,Comedy,2013-08-21,300000.00,300000.00,Investment,Production Program,
2013-2014,P2,Lyla Films Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Lyla Films Inc.,French,Comedy,2013-08-28,17000.00,150000.00,Recoupable Advance,Development Program,Amended contract signed  28-AUG-13
2013-2014,P2,Lyla Films Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Lyla Films Inc.,French,Drama (Film),2013-08-28,72500.00,150000.00,Recoupable Advance,Development Program,Amended contract signed  28-AUG-13
2013-2014,P2,Lyla Films Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Lyla Films Inc.,French,Sci.fi./Fantasy/Tale,2013-08-28,98500.00,150000.00,Recoupable Advance,Development Program,Amended contract signed  28-AUG-13
2013-2014,P2,Lyla Films Inc.,Montreal,Quebec,Canada,Portfolio 2013-2014 Lyla Films Inc.,English,Thriller,2013-08-28,150000.00,150000.00,Recoupable Advance,Development Program,Amended contract signed  28-AUG-13
2013-2014,P2,Toronto International Film Festival Inc.,Toronto,Ontario,Canada,Toronto International Film Festival 2013 ,English,N/A,2013-08-28,931152.00,931152.00,Contribution,Promotion Program,
2013-2014,P2,Backcountry Productions Inc.,Toronto,Ontario,Canada,Backcountry,English,Thriller,2013-08-28,250000.00,250000.00,Investment,Production Program,
2013-2014,P2,Zone3 Inc.,Montreal,Quebec,Canada,LE COEUR A SES RAISONS,French,Comedy,2013-08-29,18623.00,50000.00,Recoupable Advance,Development Program,Amended contract signed  19-OCT-11
2013-2014,P2,Emotion Pictures Incorporated,Halifax,Nova Scotia,Canada,Portfolio 2013-2014 Emotion Pictures Incorporated,French,Action/Adventure,2013-08-29,25000.00,121200.00,Recoupable Advance,Development Program,Amended contract signed  29-AUG-13
2013-2014,P2,Emotion Pictures Incorporated,Halifax,Nova Scotia,Canada,Portfolio 2013-2014 Emotion Pictures Incorporated,English,Comedy,2013-08-29,50000.00,121200.00,Recoupable Advance,Development Program,Amended contract signed  29-AUG-13
2013-2014,P2,Emotion Pictures Incorporated,Halifax,Nova Scotia,Canada,Portfolio 2013-2014 Emotion Pictures Incorporated,English,Drama (Film),2013-08-29,75000.00,121200.00,Recoupable Advance,Development Program,Amended contract signed  29-AUG-13
